old_name	name	source	shape	disposition	confidence	reason
tagCOLORSCHEME	tagCOLORSCHEME	src/Battlesport/Mfc42Abi.h:91	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
tagRBHITTESTINFO	tagRBHITTESTINFO	src/Battlesport/Mfc42Abi.h:99	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudSensorTrackerMissionData	HudSensorTrackerMissionData	src/Battlesport/mission.cpp:59	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
NetSessionBrowserCDialogMessageMapAccessor	NetSessionBrowserCDialogMessageMapAccessor	src/Battlesport/mission.cpp:2702	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
NetSessionConfigCDialogMessageMapAccessor	NetSessionConfigCDialogMessageMapAccessor	src/Battlesport/mission.cpp:2711	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
AiPropertyDlgCDialogMessageMapAccessor	AiPropertyDlgCDialogMessageMapAccessor	src/Battlesport/mission.cpp:4013	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupArchiveRecord	PickupArchiveRecord	src/Battlesport/pickup.cpp:562	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupAirdropSpawnRef	PickupAirdropSpawnRef	src/Battlesport/pickup.h:20	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupBvolHitCallbackContext	PickupBvolHitCallbackContext	src/Battlesport/pickup.h:45	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupNodeRuntimeFields	PickupNodeRuntimeFields	src/Battlesport/pickup.h:50	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupSpawnDef	PickupSpawnDef	src/Battlesport/pickup.h:57	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupParsedZrdEntry	PickupParsedZrdEntry	src/Battlesport/pickup.h:72	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupPkt11Delta	PickupPkt11Delta	src/Battlesport/pickup.h:133	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupPkt11CreateDelta	PickupPkt11CreateDelta	src/Battlesport/pickup.h:144	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupPkt12AirdropSpawnChuteRelay	PickupPkt12AirdropSpawnChuteRelay	src/Battlesport/pickup.h:200	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupSpawnList	PickupSpawnList	src/Battlesport/pickup.h:227	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupRespawnEntry	PickupRespawnEntry	src/Battlesport/pickup.h:242	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupRespawnQueue	PickupRespawnQueue	src/Battlesport/pickup.h:248	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PickupType	PickupType	src/Battlesport/pickup.h:259	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HitOwnerSaveStateLinkPartial	HitOwnerSaveStateLinkPartial	src/Battlesport/player.cpp:1629; src/Battlesport/weapon.cpp:69	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HitOwnerOrContextPartial	HitOwnerOrContextPartial	src/Battlesport/player.cpp:1634; src/Battlesport/weapon.cpp:74	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerCollisionContactContextPartial	PlayerCollisionContactContextPartial	src/Battlesport/player.cpp:1639	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerCheckpointLapProgressView	PlayerCheckpointLapProgressView	src/Battlesport/player.cpp:2232	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerContactSurfacePayload	PlayerContactSurfacePayload	src/Battlesport/player.cpp:2322	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
Player_UnderwaterFxPass3Ui	CPlayerUnderwaterFxPass3Ui	src/Battlesport/player.h:100	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
Player_ProjectileCameraFxPass3Ui	CPlayerProjectileCameraFxPass3Ui	src/Battlesport/player.h:107	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
PlayerMasterWeaponSpec	PlayerMasterWeaponSpec	src/Battlesport/player.h:121	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerAiRuntimePartial	PlayerAiRuntimePartial	src/Battlesport/player.h:134	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMasterCommonData	PlayerMasterCommonData	src/Battlesport/player.h:139	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMasterModalData	PlayerMasterModalData	src/Battlesport/player.h:178	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerProbeTypeHistogram	PlayerProbeTypeHistogram	src/Battlesport/player.h:239	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerEnvProbeResult	PlayerEnvProbeResult	src/Battlesport/player.h:243	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMissionSaveWeaponSide	PlayerMissionSaveWeaponSide	src/Battlesport/player.h:256	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMissionSaveWeaponBank	PlayerMissionSaveWeaponBank	src/Battlesport/player.h:261	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMissionSaveTimedHitStatus	PlayerMissionSaveTimedHitStatus	src/Battlesport/player.h:266	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerMissionSaveData	PlayerMissionSaveData	src/Battlesport/player.h:276	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
